row_type,t_abs,t_rel,seq,frame_idx,landmark_id,gx,gy,gz,ax,ay,az,bgx,bgy,bgz,bax,bay,baz,u_norm,v_norm,key,value
meta,,,,,,,,,,,,,,,,,,,,eqf.process_var_point,0.00029845436136043135
meta,,,,,,,,,,,,,,,,,,,,eqf.initial_var_bias_omega,97162.79515771076
meta,,,,,,,,,,,,,,,,,,,,eqf.initial_var_bias_accel,1.5813333765300104
meta,,,,,,,,,,,,,,,,,,,,eqf.initial_var_attitude,0.13565029126052572
meta,,,,,,,,,,,,,,,,,,,,eqf.initial_var_position,0.10000000000000001
meta,,,,,,,,,,,,,,,,,,,,eqf.initial_var_velocity,8.9748529957309997e-08
meta,,,,,,,,,,,,,,,,,,,,eqf.initial_var_cam_attitude,0.0010228558965517584
meta,,,,,,,,,,,,,,,,,,,,eqf.initial_var_cam_position,0.023501400846134893
meta,,,,,,,,,,,,,,,,,,,,eqf.input_var_gyr,5.9123660022695769e-08
meta,,,,,,,,,,,,,,,,,,,,eqf.input_var_acc,0.0001547248218532208
meta,,,,,,,,,,,,,,,,,,,,eqf.input_var_gyr_bias_walk,1.7882919946320345e-08
meta,,,,,,,,,,,,,,,,,,,,eqf.input_var_acc_bias_walk,1.9912030843328381e-05
meta,,,,,,,,,,,,,,,,,,,,eqf.measurement_noise_variance_px,3.7240662749195987
meta,,,,,,,,,,,,,,,,,,,,camera_fx,458.654
meta,,,,,,,,,,,,,,,,,,,,camera_fy,457.29599999999999
meta,,,,,,,,,,,,,,,,,,,,camera_cx,367.21499999999997
meta,,,,,,,,,,,,,,,,,,,,camera_cy,248.375
meta,,,,,,,,,,,,,,,,,,,,eqf.measurement_noise_variance_norm,1.7755656006412381e-05
meta,,,,,,,,,,,,,,,,,,,,eqf.outlier_threshold_abs_norm,0.010594907286020272
meta,,,,,,,,,,,,,,,,,,,,T_ci_tx,-0.021640145497499999
meta,,,,,,,,,,,,,,,,,,,,T_ci_ty,-0.064676986768000003
meta,,,,,,,,,,,,,,,,,,,,T_ci_tz,0.0098107305894900004
meta,,,,,,,,,,,,,,,,,,,,T_ci_qw,0.71230146066895372
meta,,,,,,,,,,,,,,,,,,,,T_ci_qx,-0.0077071797555374275
meta,,,,,,,,,,,,,,,,,,,,T_ci_qy,0.010499323370587278
meta,,,,,,,,,,,,,,,,,,,,T_ci_qz,0.70175280029197162
vision_feature,1403715273.2621431,0,0,0,1,,,,,,,,,,,,,0.24214458769801039,0.29022359629266958,,
vision_feature,1403715273.2621431,0,0,0,2,,,,,,,,,,,,,0.3635406168162692,0.46504903915457591,,
vision_feature,1403715273.2621431,0,0,0,3,,,,,,,,,,,,,0.71186595124548124,0.013924352645811832,,
vision_feature,1403715273.2621431,0,0,0,4,,,,,,,,,,,,,0.060810999538622026,0.10234412504216846,,
vision_feature,1403715273.2621431,0,0,0,5,,,,,,,,,,,,,-0.54900667238221323,0.21520310985426985,,
vision_feature,1403715273.2621431,0,0,0,6,,,,,,,,,,,,,-0.80885702645300572,0.34323262574198599,,
vision_feature,1403715273.2621431,0,0,0,7,,,,,,,,,,,,,0.47272980682130267,0.050248139888872549,,
vision_feature,1403715273.2621431,0,0,0,8,,,,,,,,,,,,,0.63335759438550365,-0.18023182600452817,,
vision_feature,1403715273.2621431,0,0,0,9,,,,,,,,,,,,,1.0393553276090226,0.28370001953548468,,
vision_feature,1403715273.2621431,0,0,0,10,,,,,,,,,,,,,0.90836161168120155,0.49525271970299217,,
vision_feature,1403715273.2621431,0,0,0,11,,,,,,,,,,,,,0.59672054963472776,0.52595846464463503,,
vision_feature,1403715273.2621431,0,0,0,12,,,,,,,,,,,,,0.27601198004612243,0.072937266171090517,,
imu,1403715273.2621431,0,1,,,-0.0020943951023931952,0.017453292519943295,0.07749261878854824,9.0874956666666655,0.13075533333333333,-3.6938381666666662,0,0,0,0,0,0,,,,
imu,1403715273.267143,0.0049998760223388672,2,,,-0.0013962634015954637,0.019547687622336492,0.07819075048934597,9.0793234583333327,0.122583125,-3.6938381666666662,0,0,0,0,0,0,,,,
imu,1403715273.2721431,0.0099999904632568359,3,,,-0.0020943951023931952,0.016755160819145562,0.074700091985357306,9.0384624166666665,0.14709974999999997,-3.6693215416666662,0,0,0,0,0,0,,,,
imu,1403715273.2771432,0.015000104904174805,4,,,-0.0027925268031909274,0.020943951023931952,0.07819075048934597,9.0711512499999998,0.122583125,-3.67749375,0,0,0,0,0,0,,,,
imu,1403715273.2821431,0.019999980926513672,5,,,-0.0020943951023931952,0.020943951023931952,0.078888882190143686,9.0793234583333327,0.13075533333333333,-3.702010375,0,0,0,0,0,0,,,,
imu,1403715273.287143,0.024999856948852539,6,,,0,0.021642082724729686,0.07958701389094143,9.0548068333333322,0.073549874999999987,-3.6938381666666662,0,0,0,0,0,0,,,,
imu,1403715273.2921431,0.029999971389770508,7,,,-0.0013962634015954637,0.023038346126325153,0.074001960284559576,9.0956678750000002,0.13892754166666665,-3.6611493333333334,0,0,0,0,0,0,,,,
imu,1403715273.2971432,0.035000085830688477,8,,,-0.0034906585039886592,0.022340214425527419,0.080285145591739146,9.0629790416666669,0.073549874999999987,-3.6693215416666662,0,0,0,0,0,0,,,,
imu,1403715273.3021431,0.039999961853027344,9,,,-0.0041887902047863905,0.017453292519943295,0.07609635538695278,9.1365289166666663,0.14709974999999997,-3.702010375,0,0,0,0,0,0,,,,
imu,1403715273.307143,0.044999837875366211,10,,,-0.0013962634015954637,0.018151424220741029,0.07958701389094143,9.0548068333333322,0.065377666666666667,-3.6366327083333334,0,0,0,0,0,0,,,,
vision_feature,1403715273.3121431,0.04999995231628418,11,1,1,,,,,,,,,,,,,0.24212894966151288,0.29020797703582896,,
vision_feature,1403715273.3121431,0.04999995231628418,11,1,2,,,,,,,,,,,,,0.36354450129363514,0.46503342935675973,,
vision_feature,1403715273.3121431,0.04999995231628418,11,1,3,,,,,,,,,,,,,0.71186656811263216,0.013927214793157051,,
vision_feature,1403715273.3121431,0.04999995231628418,11,1,4,,,,,,,,,,,,,0.060804716913381955,0.10234666375843168,,
vision_feature,1403715273.3121431,0.04999995231628418,11,1,5,,,,,,,,,,,,,-0.54901995739474174,0.21520820911799449,,
vision_feature,1403715273.3121431,0.04999995231628418,11,1,6,,,,,,,,,,,,,-0.80888034867211867,0.34322056263002715,,
vision_feature,1403715273.3121431,0.04999995231628418,11,1,7,,,,,,,,,,,,,0.47272637632071246,0.050233237424909628,,
vision_feature,1403715273.3121431,0.04999995231628418,11,1,8,,,,,,,,,,,,,0.63335741491414621,-0.18022926513016571,,
vision_feature,1403715273.3121431,0.04999995231628418,11,1,9,,,,,,,,,,,,,1.0393505652545865,0.28369433890043455,,
vision_feature,1403715273.3121431,0.04999995231628418,11,1,10,,,,,,,,,,,,,0.90837206243391644,0.49527632086941314,,
vision_feature,1403715273.3121431,0.04999995231628418,11,1,11,,,,,,,,,,,,,0.59673241008167877,0.52593915295589488,,
vision_feature,1403715273.3121431,0.04999995231628418,11,1,12,,,,,,,,,,,,,0.27604957001400654,0.072937954004374778,,
imu,1403715273.3121431,0.04999995231628418,12,,,-0.0020943951023931952,0.020245819323134219,0.074001960284559576,9.0874956666666655,0.13892754166666665,-3.6693215416666662,0,0,0,0,0,0,,,,
imu,1403715273.3171432,0.055000066757202148,13,,,-0.0034906585039886592,0.021642082724729686,0.080285145591739146,9.0466346249999994,0.11441091666666667,-3.67749375,0,0,0,0,0,0,,,,
imu,1403715273.3221431,0.059999942779541016,14,,,-0.0027925268031909274,0.020943951023931952,0.078888882190143686,9.0793234583333327,0.17161637500000002,-3.7510436249999999,0,0,0,0,0,0,,,,
imu,1403715273.327143,0.064999818801879883,15,,,-0.0020943951023931952,0.023038346126325153,0.07958701389094143,9.0548068333333322,0.11441091666666667,-3.702010375,0,0,0,0,0,0,,,,
imu,1403715273.3321433,0.070000171661376953,16,,,-0.0041887902047863905,0.018849555921538759,0.07609635538695278,9.0793234583333327,0.073549874999999987,-3.702010375,0,0,0,0,0,0,,,,
imu,1403715273.3371432,0.07500004768371582,17,,,-0.0034906585039886592,0.021642082724729686,0.07958701389094143,9.0548068333333322,0.13075533333333333,-3.6693215416666662,0,0,0,0,0,0,,,,
imu,1403715273.3421431,0.079999923706054688,18,,,-0.0055850536063818549,0.022340214425527419,0.07819075048934597,9.0874956666666655,0.10623870833333333,-3.7183547916666662,0,0,0,0,0,0,,,,
imu,1403715273.3471429,0.084999799728393555,19,,,-0.0027925268031909274,0.021642082724729686,0.076794487087750496,9.0629790416666669,0.13892754166666665,-3.67749375,0,0,0,0,0,0,,,,
imu,1403715273.3521433,0.090000152587890625,20,,,-0.0020943951023931952,0.016057029118347832,0.076794487087750496,9.0384624166666665,0.098066500000000001,-3.7346992083333332,0,0,0,0,0,0,,,,
imu,1403715273.3571432,0.095000028610229492,21,,,-0.0034906585039886592,0.018849555921538759,0.074700091985357306,9.0629790416666669,0.122583125,-3.7428714166666661,0,0,0,0,0,0,,,,
vision_feature,1403715273.362143,0.099999904632568359,22,2,1,,,,,,,,,,,,,0.24214281541887817,0.29022578022250928,,
vision_feature,1403715273.362143,0.099999904632568359,22,2,2,,,,,,,,,,,,,0.36355659120768219,0.46506575389737281,,
vision_feature,1403715273.362143,0.099999904632568359,22,2,3,,,,,,,,,,,,,0.71186844561929163,0.013940376399519177,,
vision_feature,1403715273.362143,0.099999904632568359,22,2,4,,,,,,,,,,,,,0.06080980368169546,0.10236648801787011,,
vision_feature,1403715273.362143,0.099999904632568359,22,2,5,,,,,,,,,,,,,-0.54899828122451277,0.2152066461245998,,
vision_feature,1403715273.362143,0.099999904632568359,22,2,6,,,,,,,,,,,,,-0.8088464758400653,0.34322549320418988,,
vision_feature,1403715273.362143,0.099999904632568359,22,2,7,,,,,,,,,,,,,0.47274609913785554,0.050250975073260977,,
vision_feature,1403715273.362143,0.099999904632568359,22,2,8,,,,,,,,,,,,,0.63337069467265539,-0.18022233481019226,,
vision_feature,1403715273.362143,0.099999904632568359,22,2,9,,,,,,,,,,,,,1.0393722212824894,0.2837178684045335,,
vision_feature,1403715273.362143,0.099999904632568359,22,2,10,,,,,,,,,,,,,0.90839434242969619,0.49527958200533989,,
vision_feature,1403715273.362143,0.099999904632568359,22,2,11,,,,,,,,,,,,,0.59673061298293351,0.52598223819530832,,
vision_feature,1403715273.362143,0.099999904632568359,22,2,12,,,,,,,,,,,,,0.27603703253937084,0.072922620873798305,,
imu,1403715273.362143,0.099999904632568359,23,,,-0.0027925268031909274,0.019547687622336492,0.080285145591739146,9.0384624166666665,0.098066500000000001,-3.7346992083333332,0,0,0,0,0,0,,,,
imu,1403715273.3671429,0.10499978065490723,24,,,-0.0013962634015954637,0.018151424220741029,0.076794487087750496,9.0874956666666655,0.13075533333333333,-3.67749375,0,0,0,0,0,0,,,,
imu,1403715273.3721433,0.1100001335144043,25,,,-0.0027925268031909274,0.019547687622336492,0.07819075048934597,9.0302902083333318,0.11441091666666667,-3.67749375,0,0,0,0,0,0,,,,
imu,1403715273.3771431,0.11500000953674316,26,,,-0.0048869219055841231,0.016755160819145562,0.071209433481368656,9.0793234583333327,0.17978858333333333,-3.67749375,0,0,0,0,0,0,,,,
imu,1403715273.382143,0.11999988555908203,27,,,0.00069813170079773186,0.020245819323134219,0.07749261878854824,9.0384624166666665,0.098066500000000001,-3.6938381666666662,0,0,0,0,0,0,,,,
imu,1403715273.3871429,0.1249997615814209,28,,,0.00069813170079773186,0.019547687622336492,0.07609635538695278,9.0956678750000002,0.15527195833333335,-3.702010375,0,0,0,0,0,0,,,,
imu,1403715273.3921432,0.13000011444091797,29,,,-0.0013962634015954637,0.023038346126325153,0.080983277292536876,9.0711512499999998,0.11441091666666667,-3.6938381666666662,0,0,0,0,0,0,,,,
imu,1403715273.3971431,0.13499999046325684,30,,,-0.0034906585039886592,0.020245819323134219,0.080285145591739146,9.0956678750000002,0.11441091666666667,-3.7346992083333332,0,0,0,0,0,0,,,,
imu,1403715273.402143,0.1399998664855957,31,,,-0.0027925268031909274,0.022340214425527419,0.07958701389094143,9.0302902083333318,0.11441091666666667,-3.6856659583333333,0,0,0,0,0,0,,,,
imu,1403715273.4071431,0.14499998092651367,32,,,-0.0048869219055841231,0.021642082724729686,0.075398223686155036,9.0874956666666655,0.098066500000000001,-3.67749375,0,0,0,0,0,0,,,,
vision_feature,1403715273.4121432,0.15000009536743164,33,3,1,,,,,,,,,,,,,0.24214231250191623,0.29019876707750714,,
vision_feature,1403715273.4121432,0.15000009536743164,33,3,2,,,,,,,,,,,,,0.36354549832543381,0.46502388458677391,,
vision_feature,1403715273.4121432,0.15000009536743164,33,3,3,,,,,,,,,,,,,0.71187048366226924,0.013912744647416979,,
vision_feature,1403715273.4121432,0.15000009536743164,33,3,4,,,,,,,,,,,,,0.060797413701150139,0.10234428096182785,,
vision_feature,1403715273.4121432,0.15000009536743164,33,3,5,,,,,,,,,,,,,-0.54899628028414726,0.2151815973935432,,
vision_feature,1403715273.4121432,0.15000009536743164,33,3,6,,,,,,,,,,,,,-0.80886734787877301,0.34321084110713612,,
vision_feature,1403715273.4121432,0.15000009536743164,33,3,7,,,,,,,,,,,,,0.47272117052954593,0.050217957242439507,,
vision_feature,1403715273.4121432,0.15000009536743164,33,3,8,,,,,,,,,,,,,0.63336504013808093,-0.18024782211120302,,
vision_feature,1403715273.4121432,0.15000009536743164,33,3,9,,,,,,,,,,,,,1.0393227816344413,0.28367035361803394,,
vision_feature,1403715273.4121432,0.15000009536743164,33,3,10,,,,,,,,,,,,,0.90839964802843909,0.49525077749354007,,
vision_feature,1403715273.4121432,0.15000009536743164,33,3,11,,,,,,,,,,,,,0.59665978388650553,0.52595061390565934,,
vision_feature,1403715273.4121432,0.15000009536743164,33,3,12,,,,,,,,,,,,,0.27606600892422106,0.072921776415912229,,
imu,1403715273.4121432,0.15000009536743164,34,,,-0.0013962634015954637,0.022340214425527419,0.07749261878854824,9.0793234583333327,0.089894291666666667,-3.702010375,0,0,0,0,0,0,,,,
imu,1403715273.4171431,0.15499997138977051,35,,,-0.0034906585039886592,0.020943951023931952,0.074700091985357306,9.0793234583333327,0.04903325,-3.7510436249999999,0,0,0,0,0,0,,,,
imu,1403715273.422143,0.15999984741210938,36,,,-0.0034906585039886592,0.020943951023931952,0.076794487087750496,9.0384624166666665,0.089894291666666667,-3.702010375,0,0,0,0,0,0,,,,
imu,1403715273.4271431,0.16499996185302734,37,,,-0.0013962634015954637,0.022340214425527419,0.076794487087750496,9.0956678750000002,0.122583125,-3.7265269999999999,0,0,0,0,0,0,,,,
imu,1403715273.4321432,0.17000007629394531,38,,,0.00069813170079773186,0.019547687622336492,0.078888882190143686,9.0548068333333322,0.098066500000000001,-3.67749375,0,0,0,0,0,0,,,,
imu,1403715273.4371431,0.17499995231628418,39,,,-0.0034906585039886592,0.020245819323134219,0.07609635538695278,9.0629790416666669,0.089894291666666667,-3.6611493333333334,0,0,0,0,0,0,,,,
imu,1403715273.442143,0.17999982833862305,40,,,-0.0034906585039886592,0.018849555921538759,0.07819075048934597,9.0956678750000002,0.17161637500000002,-3.702010375,0,0,0,0,0,0,,,,
imu,1403715273.4471431,0.18499994277954102,41,,,-0.0041887902047863905,0.022340214425527419,0.080285145591739146,9.0384624166666665,0.11441091666666667,-3.7183547916666662,0,0,0,0,0,0,,,,
imu,1403715273.4521432,0.19000005722045898,42,,,0,0.019547687622336492,0.078888882190143686,9.0956678750000002,0.15527195833333335,-3.702010375,0,0,0,0,0,0,,,,
imu,1403715273.4571431,0.19499993324279785,43,,,0,0.020245819323134219,0.080983277292536876,9.0057735833333332,0.057205458333333334,-3.702010375,0,0,0,0,0,0,,,,
vision_feature,1403715273.4621429,0.19999980926513672,44,4,1,,,,,,,,,,,,,0.2421180472261581,0.29021612223971965,,
vision_feature,1403715273.4621429,0.19999980926513672,44,4,2,,,,,,,,,,,,,0.36354217590055216,0.46504894335563718,,
vision_feature,1403715273.4621429,0.19999980926513672,44,4,3,,,,,,,,,,,,,0.71186939424503248,0.013931611815415473,,
vision_feature,1403715273.4621429,0.19999980926513672,44,4,4,,,,,,,,,,,,,0.060798100103694859,0.10234933608177633,,
vision_feature,1403715273.4621429,0.19999980926513672,44,4,5,,,,,,,,,,,,,-0.54901782177527925,0.21520492408955316,,
vision_feature,1403715273.4621429,0.19999980926513672,44,4,6,,,,,,,,,,,,,-0.80885132760055001,0.3432169003986843,,
vision_feature,1403715273.4621429,0.19999980926513672,44,4,7,,,,,,,,,,,,,0.47273800048863324,0.050247247394528093,,
vision_feature,1403715273.4621429,0.19999980926513672,44,4,8,,,,,,,,,,,,,0.63336116320880498,-0.18023762626550005,,
vision_feature,1403715273.4621429,0.19999980926513672,44,4,9,,,,,,,,,,,,,1.0393447055699792,0.28369212175749658,,
vision_feature,1403715273.4621429,0.19999980926513672,44,4,10,,,,,,,,,,,,,0.90832669395155652,0.49523325953216751,,
vision_feature,1403715273.4621429,0.19999980926513672,44,4,11,,,,,,,,,,,,,0.59668176290326069,0.5259599127780753,,
vision_feature,1403715273.4621429,0.19999980926513672,44,4,12,,,,,,,,,,,,,0.27602364083176761,0.072944307653299831,,
imu,1403715273.4621429,0.19999980926513672,45,,,-0.0034906585039886592,0.019547687622336492,0.074001960284559576,9.0793234583333327,0.122583125,-3.7346992083333332,0,0,0,0,0,0,,,,
imu,1403715273.4671431,0.20499992370605469,46,,,-0.0013962634015954637,0.021642082724729686,0.076794487087750496,9.0384624166666665,0.122583125,-3.6856659583333333,0,0,0,0,0,0,,,,
imu,1403715273.4721432,0.21000003814697266,47,,,-0.0048869219055841231,0.017453292519943295,0.078888882190143686,9.1038400833333331,0.122583125,-3.6529771249999996,0,0,0,0,0,0,,,,
imu,1403715273.477143,0.21499991416931152,48,,,-0.00069813170079773186,0.023038346126325153,0.08307767239493008,8.9976013749999986,0.13075533333333333,-3.702010375,0,0,0,0,0,0,,,,
imu,1403715273.4821432,0.22000002861022949,49,,,-0.0034906585039886592,0.018151424220741029,0.07958701389094143,9.0466346249999994,0.14709974999999997,-3.7183547916666662,0,0,0,0,0,0,,,,
imu,1403715273.487143,0.22499990463256836,50,,,-0.0034906585039886592,0.022340214425527419,0.08168140899333462,9.0302902083333318,0.10623870833333333,-3.7183547916666662,0,0,0,0,0,0,,,,
imu,1403715273.4921432,0.23000001907348633,51,,,0,0.021642082724729686,0.07609635538695278,9.0711512499999998,0.13892754166666665,-3.6856659583333333,0,0,0,0,0,0,,,,
imu,1403715273.497143,0.2349998950958252,52,,,-0.0020943951023931952,0.021642082724729686,0.080983277292536876,9.0956678750000002,0.13892754166666665,-3.702010375,0,0,0,0,0,0,,,,
imu,1403715273.5021431,0.24000000953674316,53,,,-0.0020943951023931952,0.019547687622336492,0.07819075048934597,9.0793234583333327,0.14709974999999997,-3.6938381666666662,0,0,0,0,0,0,,,,
imu,1403715273.507143,0.24499988555908203,54,,,-0.0027925268031909274,0.018849555921538759,0.078888882190143686,9.0711512499999998,0.15527195833333335,-3.702010375,0,0,0,0,0,0,,,,
vision_feature,1403715273.5121431,0.25,55,5,1,,,,,,,,,,,,,0.24213529358804073,0.29021645465839058,,
vision_feature,1403715273.5121431,0.25,55,5,2,,,,,,,,,,,,,0.36355201062174669,0.46503663090342073,,
vision_feature,1403715273.5121431,0.25,55,5,3,,,,,,,,,,,,,0.71187848482256888,0.01391278031475736,,
vision_feature,1403715273.5121431,0.25,55,5,4,,,,,,,,,,,,,0.060805253027671022,0.10234686769278933,,
vision_feature,1403715273.5121431,0.25,55,5,5,,,,,,,,,,,,,-0.54901104244823007,0.2152001512607179,,
vision_feature,1403715273.5121431,0.25,55,5,6,,,,,,,,,,,,,-0.80884244859999188,0.34322288435236509,,
vision_feature,1403715273.5121431,0.25,55,5,7,,,,,,,,,,,,,0.47273692630460717,0.050228321906844793,,
vision_feature,1403715273.5121431,0.25,55,5,8,,,,,,,,,,,,,0.63335235065900253,-0.18024724848632842,,
vision_feature,1403715273.5121431,0.25,55,5,9,,,,,,,,,,,,,1.0393589183586294,0.28369493646812821,,
vision_feature,1403715273.5121431,0.25,55,5,10,,,,,,,,,,,,,0.90841371499909562,0.49524133729331854,,
vision_feature,1403715273.5121431,0.25,55,5,11,,,,,,,,,,,,,0.59672913968223817,0.52594185336520771,,
vision_feature,1403715273.5121431,0.25,55,5,12,,,,,,,,,,,,,0.27603635164294721,0.072894208338014965,,
imu,1403715273.5121431,0.25,56,,,-0.0020943951023931952,0.022340214425527419,0.080983277292536876,9.0548068333333322,0.065377666666666667,-3.67749375,0,0,0,0,0,0,,,,
imu,1403715273.517143,0.25499987602233887,57,,,-0.0048869219055841231,0.021642082724729686,0.08168140899333462,9.0956678750000002,0.089894291666666667,-3.6693215416666662,0,0,0,0,0,0,,,,
imu,1403715273.5221431,0.25999999046325684,58,,,-0.0034906585039886592,0.020245819323134219,0.07609635538695278,9.0629790416666669,0.11441091666666667,-3.6938381666666662,0,0,0,0,0,0,,,,
imu,1403715273.527143,0.2649998664855957,59,,,-0.0020943951023931952,0.019547687622336492,0.07749261878854824,9.0956678750000002,0.15527195833333335,-3.7265269999999999,0,0,0,0,0,0,,,,
imu,1403715273.5321431,0.26999998092651367,60,,,-0.0013962634015954637,0.021642082724729686,0.080285145591739146,9.0384624166666665,0.081722083333333334,-3.7346992083333332,0,0,0,0,0,0,,,,
imu,1403715273.5371432,0.27500009536743164,61,,,-0.0034906585039886592,0.022340214425527419,0.076794487087750496,9.0793234583333327,0.122583125,-3.7837324583333327,0,0,0,0,0,0,,,,
imu,1403715273.5421431,0.27999997138977051,62,,,-0.0034906585039886592,0.024434609527920613,0.07609635538695278,9.0466346249999994,-0.0081722083333333334,-3.7346992083333332,0,0,0,0,0,0,,,,
imu,1403715273.547143,0.28499984741210938,63,,,-0.010471975511965976,0.018849555921538759,0.076794487087750496,8.9158792916666663,0.53936574999999998,-3.6856659583333333,0,0,0,0,0,0,,,,
imu,1403715273.5521431,0.28999996185302734,64,,,-0.016057029118347832,0.013264502315156905,0.093549647906896058,9.3244897083333331,0.26151066666666667,-3.7673880416666665,0,0,0,0,0,0,,,,
imu,1403715273.5571432,0.29500007629394531,65,,,-0.027925268031909273,0.0307177948351002,0.07958701389094143,8.8913626666666659,-0.13075533333333333,-3.6202882916666663,0,0,0,0,0,0,,,,
vision_feature,1403715273.5621431,0.29999995231628418,66,6,1,,,,,,,,,,,,,0.24192532270314507,0.29017240515897952,,
vision_feature,1403715273.5621431,0.29999995231628418,66,6,2,,,,,,,,,,,,,0.36330232706295024,0.46495619075029126,,
vision_feature,1403715273.5621431,0.29999995231628418,66,6,3,,,,,,,,,,,,,0.71150628462536103,0.013806022984147688,,
vision_feature,1403715273.5621431,0.29999995231628418,66,6,4,,,,,,,,,,,,,0.060575026211224396,0.10234763588978103,,
vision_feature,1403715273.5621431,0.29999995231628418,66,6,5,,,,,,,,,,,,,-0.54929571713497083,0.21528710084537431,,
vision_feature,1403715273.5621431,0.29999995231628418,66,6,6,,,,,,,,,,,,,-0.80921946600581918,0.34337686629344694,,
vision_feature,1403715273.5621431,0.29999995231628418,66,6,7,,,,,,,,,,,,,0.47247663458010081,0.050174153533718541,,
vision_feature,1403715273.5621431,0.29999995231628418,66,6,8,,,,,,,,,,,,,0.6330008803113315,-0.18031690481070289,,
vision_feature,1403715273.5621431,0.29999995231628418,66,6,9,,,,,,,,,,,,,1.0388408824545678,0.28348414614564749,,
vision_feature,1403715273.5621431,0.29999995231628418,66,6,10,,,,,,,,,,,,,0.90800957218643441,0.49509956257477794,,
vision_feature,1403715273.5621431,0.29999995231628418,66,6,11,,,,,,,,,,,,,0.59643058460890275,0.52580053063691745,,
vision_feature,1403715273.5621431,0.29999995231628418,66,6,12,,,,,,,,,,,,,0.27573631334928855,0.072902953165601928,,
imu,1403715273.5621431,0.29999995231628418,67,,,-0.0013962634015954637,0.0097738438111682462,0.092851516206098328,9.1365289166666663,-0.35957716666666667,-3.5222217916666665,0,0,0,0,0,0,,,,
imu,1403715273.567143,0.30499982833862305,68,,,0.028623399732707,0.037699111843077518,0.065624379874986788,9.2264232083333333,-0.89077070833333327,-3.6693215416666662,0,0,0,0,0,0,,,,
imu,1403715273.5721431,0.30999994277954102,69,,,0.057944931166211737,0.012566370614359173,0.061435589670200401,8.8505016249999997,-0.196133,-3.5140495833333332,0,0,0,0,0,0,,,,
imu,1403715273.5771432,0.31500005722045898,70,,,0.060737457969402671,0.019547687622336492,0.050963614158234416,9.2918008749999998,0.4903325,-3.7592158333333332,0,0,0,0,0,0,,,,
imu,1403715273.5821431,0.31999993324279785,71,,,0.024434609527920613,0.023038346126325153,0.069115038378975438,8.834157208333334,1.4955141249999999,-3.6693215416666662,0,0,0,0,0,0,,,,
imu,1403715273.5871429,0.32499980926513672,72,,,-0.049567350756638949,0.012566370614359173,0.08307767239493008,9.0711512499999998,1.7243359583333333,-3.97169325,0,0,0,0,0,0,,,,
imu,1403715273.5921433,0.33000016212463379,73,,,-0.10681415022205297,0.019547687622336492,0.097738438111682452,9.1528733333333321,0.76001537499999994,-3.6938381666666662,0,0,0,0,0,0,,,,
imu,1403715273.5971432,0.33500003814697266,74,,,-0.10471975511965977,0.024434609527920613,0.1075122819228507,8.9403959166666649,-0.56388237500000005,-3.6611493333333334,0,0,0,0,0,0,,,,
imu,1403715273.602143,0.33999991416931152,75,,,-0.057944931166211737,0.020943951023931952,0.10053096491487339,8.8913626666666659,-1.1359369583333332,-3.3342610000000001,0,0,0,0,0,0,,,,
